,Tickers
6219,^NQEURO7000LMEURN
6220,^NQTHLCCADN
6221,^NQMEALMEURN
6222,^NQSGLM
6223,^NQEMEA9000LMEURN
6224,^NQEU5700EURT
6225,^NQEUROLMEUR
6226,^NQPH5000LMPHPT
6227,^NQCH2000LMCAD
6228,^NQSELCCADT
6229,^NQPLLMCADN
6230,^NQCN2000LMCNYT
6231,^NQGB5700LM
6232,^NQUSM8570T
6233,^NQPLLMCAD
6234,^NQUSL9576
6235,^NQGB8500LMN
6236,^CIISLREP
6237,SLCI.SW
6238,^NQMYLMMYRT
6239,^NQEU5300LMEURN
6240,^NQGB5700LMCAD
6241,^NQNOLCCADN
6242,^NQUSL2757N
6243,IPLEM.PA
6244,^NQCIL2SIER
6245,^NQEU5500LMN
6246,^NQEU5700GBPN
6247,^NQPHLMGBP
6248,^NQGB5700LMAUD
6249,^NQMXLMN
6250,^NQTW2000LMCADT
6251,^NQEU2300LMT
6252,^NQSGLMGBP
6253,^NQMEA5000LMCADT
6254,^NQUSB5755LMT
6255,^NQEMEA5000LMAUD
6256,^NQIN6000LMT
6257,^NQMEA8500LMT
6258,^NQIN6000LMEUR
6259,^TRENVUSET
6260,^NQEMEA5700LMGBPT
6261,IPKRW.PA
6262,^NQTW5000LMGBPT
6263,^NQTH2000LMAUDT
6264,^NQILLMCADN
6265,^NQEURO5300LMGBPT
6266,^NQTH5000LMAUDT
6267,^NQEMMEALCT
6268,^NQTW5000LMEURT
6269,^NQNLLCCADT
6270,^NQEURO8500LMGBPN
6271,^NQEU5000LMGBP
6272,^NQPH7000LMAUDN
6273,^NQEMEU5700EURN
6274,^NQPH7000LMCAD
6275,^NQEMMEA5700CADN
6276,^NQGB5000LMCADT
6277,INES10.PA
6278,^NQEMEULMJPYN
6279,^NQEM8500LM
6280,^NQMY7000LMGBPN
6281,^NQUSB0533LMN
6282,^NQEMEA8600LMAUDN
6283,^NQEMMEA2000LMT
6284,^NQSGLMEURT
6285,^NQIN2000LMT
6286,^NQCN2000LMGBPN
6287,^NQPH5000LMAUDN
6288,^NQEMEU1300LMCAD
6289,^NQEMEA2000LMGBPN
6290,^NQEU2000LMT
6291,^NQCHLMCADT
6292,^NQMYLMCADN
6293,^NQUSB9000LM
6294,^NQTH5000LMCADN
6295,^NQUSB9576LMN
6296,^NQCN7000LMJPYN
6297,^NQTH2000LMEURN
6298,^NQEMMEA5000LMJPY
6299,^NQCH2000LMGBPN
6300,^NQEMEU7000LM
6301,^NQSGLMAUDN
6302,^NQEMMEA6000LMJPY
6303,^NQTHLCTHBT
6304,^NQEMEA5500LMGBPT
6305,CACLN.PA
6306,IPUST.PA
6307,^NQMEA5000LMN
6308,^NQUSB8570LMT
6309,INTRV.PA
6310,^NQGB8500LMEURT
6311,^NQMY7000LMJPYT
6312,^NQGB5700EURT
6313,^NQCNLCN
6314,^NQSE2000LMEURT
6315,^NQUSB1357LMN
6316,^NQUSL1700
6317,^NQTRLCCADN
6318,ITX7L.AS
6319,^TRESGUST
6320,^NQEU5700LM
6321,^NQGB6000LM
6322,^NQEMEALMCADN
6323,^NQUSB2733LMN
6324,^NQEMEA2000LMGBPT
6325,INTUR.PA
6326,IEWLD.PA
6327,^RMCC
6328,^RUTMINI
6329,^RUMIC
6330,^NSEMDCP50
6331,^MSH
6332,^NQFR3000LMAUD
6333,^RUKM150N
6334,^RUIMACHT
6335,^NQNLMCCADT
6336,^NQMYSCCADN
6337,^NQMY6000CADN
6338,^NQNZMCNZD
6339,^SP1500-25102020
6340,^W5KMCV
6341,^NQUSM9000N
6342,^NQMEA8500CADT
6343,^NQILMCILSN
6344,399434.SZ
6345,^NQUSM5557T
6346,399315.SZ
6347,^NQMX
6348,INCB5.PA
6349,^NQEMMEAMCCADT
6350,^NQCHMC
6351,^NQMXSCT
6352,^NQUSM4537
6353,^NQEMEU5500CADT
6354,^NQCLMCT
6355,^MIS
6356,^ERO
6357,^NQUSM5755T
6358,^NQNZMCEURT
6359,^NQMEA1300CADT
6360,^NQEMMEA2300N
6361,^NQEU5500N
6362,^NQUSS4535
6363,^SP1000MICRO
